customerid,Recency,Frequency,Monetary,R_log,F_log,M_log,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Customer_Segment
12847.0,22,1,843.64,3.1354942159291497,0.6931471805599453,6.738910501075306,4,1,3,413,8,Potential Loyalists
12849.0,31,2,992.65,3.4657359027997265,1.0986122886681098,6.901385031974294,4,2,4,424,10,Potential Loyalists
12851.0,97,1,131.81,4.584967478670572,0.6931471805599453,4.8889195354121595,2,1,1,211,4,Potential Loyalists
12852.0,295,1,311.55,5.69035945432406,0.6931471805599453,5.744764456377822,1,1,2,112,4,Lost
12853.0,135,6,1957.1000000000001,4.912654885736052,1.9459101490553132,7.579729894309281,2,4,5,245,11,At Risk
12854.0,79,3,1316.25,4.382026634673881,1.3862943611198906,7.183301509089395,2,3,4,234,9,At Risk
12855.0,373,1,38.1,5.924255797414532,0.6931471805599453,3.66612246699132,1,1,1,111,3,Lost
12856.0,8,6,2170.78,2.1972245773362196,1.9459101490553132,7.683302386789297,5,4,5,545,14,At Risk
12857.0,211,2,1106.4,5.356586274672012,1.0986122886681098,7.009770204388867,1,2,4,124,7,Potential Loyalists
12863.0,52,1,521.2,3.970291913552122,0.6931471805599453,6.258050656265029,3,1,3,313,7,Potential Loyalists
12864.0,138,1,147.12,4.9344739331306915,0.6931471805599453,4.998022756045412,2,1,1,211,4,Potential Loyalists
12867.0,26,7,4009.34,3.295836866004329,2.0794415416798357,8.296631304736238,4,5,5,455,14,At Risk
12868.0,186,6,1607.0600000000002,5.231108616854587,1.9459101490553132,7.3827837624756185,1,4,4,144,9,Loyal Customers
12871.0,84,2,380.64,4.442651256490317,1.0986122886681098,5.9444777558836455,2,2,2,222,6,Potential Loyalists
12872.0,327,2,599.97,5.793013608384144,1.0986122886681098,6.398545016483998,1,2,3,123,6,Potential Loyalists
12873.0,282,1,374.0,5.645446897643238,0.6931471805599453,5.926926025970411,1,1,2,112,4,Lost
12875.0,143,2,343.2300000000001,4.969813299576001,1.0986122886681098,5.841310038608051,2,2,2,222,6,Potential Loyalists
12877.0,4,12,1535.77,1.6094379124341003,2.5649493574615367,7.337438090181038,5,5,4,554,14,Champions
12878.0,236,2,854.99,5.4680601411351315,1.0986122886681098,6.752258693830513,1,2,3,123,6,Potential Loyalists
12879.0,45,3,573.22,3.828641396489095,1.3862943611198906,6.353012598149689,3,3,3,333,9,At Risk
12881.0,276,1,298.0,5.6240175061873385,0.6931471805599453,5.700443573390687,1,1,2,112,4,Lost
12882.0,9,2,1463.04,2.302585092994046,1.0986122886681098,7.288955016552379,5,2,4,524,11,Others
12883.0,25,4,703.47,3.258096538021482,1.6094379124341003,6.5574457470395595,4,4,3,443,11,At Risk
12884.0,88,1,309.05,4.48863636973214,0.6931471805599453,5.736733574795887,2,1,2,212,5,Potential Loyalists
12885.0,63,3,1175.22,4.1588830833596715,1.3862943611198906,7.0700611857921905,3,3,4,334,10,At Risk
12886.0,68,2,1378.4,4.23410650459726,1.0986122886681098,7.229403900997191,3,2,4,324,9,Potential Loyalists
12888.0,214,2,354.12,5.3706380281276624,1.0986122886681098,5.87245576052578,1,2,2,122,5,Potential Loyalists
12890.0,24,1,376.71999999999997,3.2188758248682006,0.6931471805599453,5.934153180394868,4,1,2,412,7,Potential Loyalists
12891.0,186,3,331.0,5.231108616854587,1.3862943611198906,5.805134968916488,1,3,2,132,6,Others
12893.0,31,1,176.55,3.4657359027997265,0.6931471805599453,5.179252259389097,4,1,1,411,6,Potential Loyalists
12895.0,42,2,372.8,3.7612001156935624,1.0986122886681098,5.923720895021463,3,2,2,322,7,Potential Loyalists
12897.0,205,2,216.5,5.327876168789581,1.0986122886681098,5.382198850528739,1,2,1,121,4,Potential Loyalists
12901.0,9,28,17654.54,2.302585092994046,3.367295829986474,9.778804894130932,5,5,5,555,15,Champions
12902.0,265,1,138.68,5.583496308781699,0.6931471805599453,4.939354092091292,1,1,1,111,3,Lost
12904.0,18,2,496.06,2.9444389791664403,1.0986122886681098,6.208710743156108,4,2,3,423,9,Potential Loyalists
12906.0,12,5,2919.81,2.5649493574615367,1.791759469228055,7.979616254055095,5,4,5,545,14,At Risk
12908.0,176,2,750.0,5.176149732573829,1.0986122886681098,6.621405651764134,2,2,3,223,7,Potential Loyalists
12909.0,40,5,2163.82,3.713572066704308,1.791759469228055,7.680092496102597,3,4,5,345,12,At Risk
12910.0,23,8,3075.04,3.1780538303479458,2.1972245773362196,8.031398334442155,4,5,5,455,14,At Risk
12912.0,3,5,1662.3,1.3862943611198906,1.791759469228055,7.416558859796489,5,4,4,544,13,At Risk
12913.0,5,5,2483.63,1.791759469228055,1.791759469228055,7.817879034084852,5,4,5,545,14,At Risk
12915.0,149,2,363.65,5.0106352940962555,1.0986122886681098,5.898937989430242,2,2,2,222,6,Potential Loyalists
12916.0,139,4,2944.95,4.941642422609304,1.6094379124341003,7.988186624712898,2,4,5,245,11,At Risk
12917.0,128,1,594.0,4.859812404361672,0.6931471805599453,6.38856140554563,2,1,3,213,6,Potential Loyalists
12919.0,8,6,1335.19,2.1972245773362196,1.9459101490553132,7.197577559553778,5,4,4,544,13,At Risk
12920.0,17,1,162.78,2.8903717578961645,0.6931471805599453,5.098524063842042,4,1,1,411,6,Potential Loyalists
12921.0,9,37,16587.09,2.302585092994046,3.6375861597263857,9.716440246960428,5,5,5,555,15,Champions
12922.0,161,1,405.38,5.087596335232384,0.6931471805599453,6.007288682454868,2,1,2,212,5,Potential Loyalists
12923.0,64,1,171.57,4.174387269895637,0.6931471805599453,5.150802951259488,3,1,1,311,5,Potential Loyalists
12924.0,88,4,925.75,4.48863636973214,1.6094379124341003,6.8316838420308414,2,4,4,244,10,At Risk
12925.0,5,2,694.05,1.791759469228055,1.0986122886681098,6.5439837854231016,5,2,3,523,10,Others
12928.0,35,5,2062.7,3.58351893845611,1.791759469228055,7.632255767200078,3,4,5,345,12,At Risk
12929.0,312,1,117.85,5.746203190540153,0.6931471805599453,4.777862193806203,1,1,1,111,3,Lost
12930.0,78,2,415.8,4.3694478524670215,1.0986122886681098,6.032606490439157,2,2,2,222,6,Potential Loyalists
12931.0,22,15,41518.96,3.1354942159291497,2.772588722239781,10.63392955444817,4,5,5,455,14,At Risk
12933.0,24,3,607.53,3.2188758248682006,1.3862943611198906,6.411046212773516,4,3,3,433,10,At Risk
12935.0,2,7,2160.7,1.0986122886681098,2.0794415416798357,7.678650228164007,5,5,5,555,15,Champions
12936.0,17,4,1063.9,2.8903717578961645,1.6094379124341003,6.970636177021338,4,4,4,444,12,At Risk
12937.0,15,4,1504.27,2.772588722239781,1.6094379124341003,7.316727563085719,4,4,4,444,12,At Risk
12938.0,26,1,114.14,3.295836866004329,0.6931471805599453,4.7461487792476635,4,1,1,411,6,Potential Loyalists
12939.0,64,8,11581.8,4.174387269895637,2.1972245773362196,9.357276518099342,3,5,5,355,13,At Risk
12940.0,55,2,899.69,4.02535169073515,1.0986122886681098,6.803161136252212,3,2,4,324,9,Potential Loyalists
12942.0,131,3,675.6,4.882801922586371,1.3862943611198906,6.517080256346608,2,3,3,233,8,At Risk
12944.0,36,2,604.51,3.6109179126442243,1.0986122886681098,6.406071078133402,3,2,3,323,8,Potential Loyalists
12945.0,288,1,462.95,5.666426688112432,0.6931471805599453,6.139776787799188,1,1,2,112,4,Lost
12947.0,144,6,1603.99,4.976733742420574,1.9459101490553132,7.380872805015112,2,5,4,254,11,At Risk
12948.0,16,7,2064.95,2.833213344056216,2.0794415416798357,7.63334544803145,4,5,5,455,14,At Risk
12949.0,31,8,4167.22,3.4657359027997265,2.1972245773362196,8.335244365149629,4,5,5,455,14,At Risk
12950.0,2,3,1843.0,1.0986122886681098,1.3862943611198906,7.519692404116539,5,3,4,534,12,At Risk
12951.0,9,6,1064.07,2.302585092994046,1.9459101490553132,6.970795803683085,5,5,4,554,14,Champions
12952.0,6,4,1387.79,1.9459101490553132,1.6094379124341003,7.236188143419333,5,4,4,544,13,At Risk
12953.0,10,1,329.85,2.3978952727983707,0.6931471805599453,5.801665100458068,5,1,2,512,8,Others
12955.0,1,11,4757.16,0.6931471805599453,2.4849066497880004,8.46761631787212,5,5,5,555,15,Champions
12956.0,306,1,108.07,5.726847747587197,0.6931471805599453,4.691989877940651,1,1,1,111,3,Lost
12957.0,10,8,4017.54,2.3978952727983707,2.1972245773362196,8.298673931566155,5,5,5,555,15,Champions
12962.0,7,2,266.39,2.0794415416798357,1.0986122886681098,5.588708266810736,5,2,2,522,9,Others
12963.0,8,8,1856.63,2.1972245773362196,2.1972245773362196,7.527056760684021,5,5,4,554,14,Champions
12965.0,89,1,769.8100000000001,4.499809670330265,0.6931471805599453,6.647441909990047,2,1,3,213,6,Potential Loyalists
12966.0,10,1,160.18,2.3978952727983707,0.6931471805599453,5.0825217528963655,5,1,1,511,7,Others
12967.0,358,2,1660.9,5.883322388488279,1.0986122886681098,7.415716805133478,1,2,4,124,7,Potential Loyalists
12968.0,112,1,135.95,4.727387818712341,0.6931471805599453,4.919615895709087,2,1,1,211,4,Potential Loyalists
12970.0,7,4,405.47,2.0794415416798357,1.6094379124341003,6.00751012552645,5,4,2,542,11,At Risk
12971.0,4,86,11189.91,1.6094379124341003,4.465908118654584,9.322857120608939,5,5,5,555,15,Champions
12974.0,198,1,144.8,5.293304824724492,0.6931471805599453,4.982235819574558,1,1,1,111,3,Lost
12976.0,212,1,738.6,5.3612921657094255,0.6931471805599453,6.60610949951297,1,1,3,113,5,Lost
12977.0,156,1,39.239999999999995,5.056245805348308,0.6931471805599453,3.6948615257914836,2,1,1,211,4,Potential Loyalists
12980.0,158,9,7374.900000000001,5.0689042022202315,2.302585092994046,8.905973207660795,2,5,5,255,12,At Risk
12981.0,30,2,372.21999999999997,3.4339872044851463,1.0986122886681098,5.922168058105325,4,2,2,422,8,Potential Loyalists
12982.0,243,1,390.54,5.497168225293202,0.6931471805599453,5.970087681348397,1,1,2,112,4,Lost
12984.0,19,1,97.5,2.995732273553991,0.6931471805599453,4.590056548178043,4,1,1,411,6,Potential Loyalists
12985.0,1,2,1239.38,0.6931471805599453,1.0986122886681098,7.123173063265281,5,2,4,524,11,Others
12987.0,74,2,558.7,4.31748811353631,1.0986122886681098,6.327400925897314,2,2,3,223,7,Potential Loyalists
12988.0,292,1,505.82,5.680172609017068,0.6931471805599453,6.228155910967461,1,1,3,113,5,Lost
12989.0,3,15,6924.11,1.3862943611198906,2.772588722239781,8.842909215405916,5,5,5,555,15,Champions
12990.0,31,3,409.5,3.4657359027997265,1.3862943611198906,6.017375928892483,4,3,2,432,9,At Risk
12991.0,23,2,503.76,3.1780538303479458,1.0986122886681098,6.22408306878471,4,2,3,423,9,Potential Loyalists
12993.0,23,4,414.76,3.1780538303479458,1.6094379124341003,6.030108170700187,4,4,2,442,10,At Risk
12994.0,4,3,974.42,1.6094379124341003,1.3862943611198906,6.882868147474188,5,3,4,534,12,At Risk
12995.0,85,1,211.32,4.454347296253507,0.6931471805599453,5.358094570583897,2,1,1,211,4,Potential Loyalists
12997.0,22,4,1226.89,3.1354942159291497,1.6094379124341003,7.113052528147638,4,4,4,444,12,At Risk
12999.0,196,3,455.88,5.2832037287379885,1.3862943611198906,6.124420774356607,1,3,2,132,6,Others
13000.0,107,3,534.85,4.68213122712422,1.3862943611198906,6.283854271159006,2,3,3,233,8,At Risk
13001.0,4,13,9785.970000000001,1.6094379124341003,2.6390573296152584,9.18880718813043,5,5,5,555,15,Champions
13002.0,318,1,120.95,5.765191102784844,0.6931471805599453,4.80361112466193,1,1,1,111,3,Lost
13003.0,106,3,149.05,4.672828834461906,1.3862943611198906,5.010968571886377,2,3,1,231,6,At Risk
13004.0,12,18,5655.91,2.5649493574615367,2.9444389791664403,8.640633085723934,5,5,5,555,15,Champions
13005.0,174,2,513.7,5.1647859739235145,1.0986122886681098,6.243584206658709,2,2,3,223,7,Potential Loyalists
13006.0,56,1,81.57,4.04305126783455,0.6931471805599453,4.413646418429337,3,1,1,311,5,Potential Loyalists
13008.0,323,1,229.47,5.780743515792329,0.6931471805599453,5.4401207021224,1,1,1,111,3,Lost
13011.0,372,1,50.550000000000004,5.921578419643816,0.6931471805599453,3.942552210462969,1,1,1,111,3,Lost
13012.0,9,8,1646.8400000000001,2.302585092994046,2.1972245773362196,7.407220618377492,5,5,4,554,14,Champions
13013.0,1,13,4810.9400000000005,0.6931471805599453,2.6390573296152584,8.478855608188903,5,5,5,555,15,Champions
13014.0,11,10,3466.28,2.4849066497880004,2.3978952727983707,8.151125703889235,5,5,5,555,15,Champions
13015.0,53,5,3339.64,3.9889840465642745,1.791759469228055,8.113917684381065,3,4,5,345,12,At Risk
13016.0,73,3,789.89,4.30406509320417,1.3862943611198906,6.673158893621945,2,3,3,233,8,At Risk
13017.0,7,1,204.0,2.0794415416798357,0.6931471805599453,5.3230099791384085,5,1,1,511,7,Others
13018.0,16,28,7277.7,2.833213344056216,3.367295829986474,8.892707553816384,4,5,5,455,14,At Risk
13021.0,4,9,2616.38,1.6094379124341003,2.302585092994046,7.869929096421559,5,5,5,555,15,Champions
13023.0,64,2,599.9,4.174387269895637,1.0986122886681098,6.398428531339882,3,2,3,323,8,Potential Loyalists
13026.0,1,5,975.36,0.6931471805599453,1.791759469228055,6.883831370862763,5,4,4,544,13,At Risk
13027.0,114,6,6912.0,4.74493212836325,1.9459101490553132,8.841158975945264,2,5,5,255,12,At Risk
13028.0,23,2,661.3199999999999,3.1780538303479458,1.0986122886681098,6.49574882283055,4,2,3,423,9,Potential Loyalists
13029.0,31,3,1247.5,3.4657359027997265,1.3862943611198906,7.129698109719828,4,3,4,434,11,At Risk
13030.0,11,2,752.44,2.4849066497880004,1.0986122886681098,6.6246493864952445,5,2,3,523,10,Others
13032.0,52,2,1010.1800000000001,3.970291913552122,1.0986122886681098,6.918873244715984,3,2,4,324,9,Potential Loyalists
13033.0,357,1,190.55,5.8805329864007,0.6931471805599453,5.255148871146658,1,1,1,111,3,Lost
13034.0,55,2,642.77,4.02535169073515,1.0986122886681098,6.467341519456512,3,2,3,323,8,Potential Loyalists
13035.0,74,2,921.88,4.31748811353631,1.0986122886681098,6.827499215216475,2,2,4,224,8,Potential Loyalists
13037.0,138,3,881.07,4.9344739331306915,1.3862943611198906,6.782271417936915,2,3,3,233,8,At Risk
13038.0,80,3,908.46,4.394449154672439,1.3862943611198906,6.812851016782114,2,3,4,234,9,At Risk
13040.0,9,2,676.99,2.302585092994046,1.0986122886681098,6.519132538569087,5,2,3,523,10,Others
13043.0,273,1,516.42,5.6131281063880705,0.6931471805599453,6.248854923817375,1,1,3,113,5,Lost
13044.0,291,1,560.47,5.676753802268282,0.6931471805599453,6.330558344434147,1,1,3,113,5,Lost
13045.0,99,1,305.28000000000003,4.605170185988092,0.6931471805599453,5.724499716244923,2,1,2,212,5,Potential Loyalists
13046.0,31,2,629.31,3.4657359027997265,1.0986122886681098,6.446211761854101,4,2,3,423,9,Potential Loyalists
13047.0,57,9,3232.59,4.060443010546419,2.302585092994046,8.081348254116124,3,5,5,355,13,At Risk
13048.0,14,4,1819.41,2.70805020110221,1.6094379124341003,7.506817029425575,4,4,4,444,12,At Risk
13049.0,64,2,656.6800000000001,4.174387269895637,1.0986122886681098,6.488718490843878,3,2,3,323,8,Potential Loyalists
13050.0,15,17,5833.11,2.772588722239781,2.8903717578961645,8.671477005237914,4,5,5,455,14,At Risk
13052.0,212,1,348.15000000000003,5.3612921657094255,0.6931471805599453,5.8555016292920445,1,1,2,112,4,Lost
13055.0,78,3,1214.41,4.3694478524670215,1.3862943611198906,7.102836747411359,2,3,4,234,9,At Risk
13058.0,25,3,271.40000000000003,3.258096538021482,1.3862943611198906,5.607271574275358,4,3,2,432,9,At Risk
13059.0,250,1,183.4,5.5254529391317835,0.6931471805599453,5.2171073111224935,1,1,1,111,3,Lost
13060.0,254,1,307.53000000000003,5.541263545158426,0.6931471805599453,5.731819083350057,1,1,2,112,4,Lost
13061.0,72,1,248.61,4.290459441148391,0.6931471805599453,5.519899699795292,2,1,2,212,5,Potential Loyalists
13062.0,191,1,346.98,5.2574953720277815,0.6931471805599453,5.85214500685857,1,1,2,112,4,Lost
13064.0,13,4,1105.59,2.6390573296152584,1.6094379124341003,7.009038493734221,5,4,4,544,13,At Risk
13065.0,373,1,205.86,5.924255797414532,0.6931471805599453,5.3320422359496575,1,1,1,111,3,Lost
13066.0,24,2,470.8,3.2188758248682006,1.0986122886681098,6.1565551669735745,4,2,3,423,9,Potential Loyalists
13067.0,82,1,115.46000000000001,4.418840607796598,0.6931471805599453,4.757547866408974,2,1,1,211,4,Potential Loyalists
13068.0,10,2,344.0,2.3978952727983707,1.0986122886681098,5.84354441703136,5,2,2,522,9,Others
13069.0,1,24,4431.44,0.6931471805599453,3.2188758248682006,8.396705501477726,5,5,5,555,15,Champions
13070.0,192,1,228.8,5.262690188904886,0.6931471805599453,5.437209365414655,1,1,1,111,3,Lost
13072.0,267,1,177.15,5.5909869805108565,0.6931471805599453,5.182625892051845,1,1,1,111,3,Lost
13075.0,130,1,919.61,4.875197323201151,0.6931471805599453,6.825036493805135,2,1,4,214,7,Potential Loyalists
13077.0,1,4,728.02,0.6931471805599453,1.6094379124341003,6.5917011664745795,5,4,3,543,12,At Risk
13078.0,3,26,12627.94,1.3862943611198906,3.295836866004329,9.443746284664895,5,5,5,555,15,Champions
13079.0,4,5,220.10000000000002,1.6094379124341003,1.791759469228055,5.3986150878634005,5,4,1,541,10,At Risk
13080.0,179,1,58.08,5.19295685089021,0.6931471805599453,4.078892457663179,2,1,1,211,4,Potential Loyalists
13081.0,12,11,28337.38,2.5649493574615367,2.4849066497880004,10.251972348590337,5,5,5,555,15,Champions
13082.0,126,9,3613.63,4.844187086458591,2.302585092994046,8.192744778040643,2,5,5,255,12,At Risk
13083.0,4,2,303.75,1.6094379124341003,1.0986122886681098,5.719491768361381,5,2,2,522,9,Others
13085.0,158,2,416.08,5.0689042022202315,1.0986122886681098,6.0332780499213925,2,2,2,222,6,Potential Loyalists
13089.0,3,97,58762.08,1.3862943611198906,4.584967478670572,10.98126904552405,5,5,5,555,15,Champions
13090.0,9,13,8895.82,2.302585092994046,2.6390573296152584,9.093449188501387,5,5,5,555,15,Champions
13091.0,28,1,345.82,3.367295829986474,0.6931471805599453,5.848805913370403,4,1,2,412,7,Potential Loyalists
13092.0,71,5,477.83,4.276666119016055,1.791759469228055,6.171345628362577,3,4,3,343,10,At Risk
13093.0,276,8,7832.47,5.6240175061873385,2.1972245773362196,8.966160858120457,1,5,5,155,11,Loyal Customers
13094.0,21,12,1927.3200000000002,3.091042453358316,2.5649493574615367,7.564404436501881,4,5,4,454,13,At Risk
13095.0,71,1,74.39999999999999,4.276666119016055,0.6931471805599453,4.32280727501391,3,1,1,311,5,Potential Loyalists
13097.0,33,10,6003.22,3.5263605246161616,2.3978952727983707,8.70021783432055,4,5,5,455,14,At Risk
13098.0,1,28,28882.44,0.6931471805599453,3.367295829986474,10.271023699486712,5,5,5,555,15,Champions
13099.0,99,1,207.36,4.605170185988092,0.6931471805599453,5.339267352876991,2,1,1,211,4,Potential Loyalists
13101.0,234,1,101.19,5.459585514144159,0.6931471805599453,4.626833825624118,1,1,1,111,3,Lost
13102.0,1,24,6424.09,0.6931471805599453,3.2188758248682006,8.767965917447414,5,5,5,555,15,Champions
13103.0,40,1,243.94,3.713572066704308,0.6931471805599453,5.501013282593141,3,1,2,312,6,Potential Loyalists
13104.0,3,6,1098.48,1.3862943611198906,1.9459101490553132,7.0025926197429715,5,5,4,554,14,Champions
13106.0,133,1,76.5,4.897839799950911,0.6931471805599453,4.350277936359301,2,1,1,211,4,Potential Loyalists
13107.0,44,4,1531.6200000000001,3.8066624897703196,1.6094379124341003,7.334733968170588,3,4,4,344,11,At Risk
13108.0,373,1,350.06,5.924255797414532,0.6931471805599453,5.8609571490281995,1,1,2,112,4,Lost
13109.0,60,2,786.54,4.110873864173311,1.0986122886681098,6.668914163060628,3,2,3,323,8,Potential Loyalists
13110.0,31,7,1488.67,3.4657359027997265,2.0794415416798357,7.306309897899894,4,5,4,454,13,At Risk
13113.0,1,24,12245.960000000001,0.6931471805599453,3.2188758248682006,9.41303302190997,5,5,5,555,15,Champions
13115.0,12,4,2294.78,2.5649493574615367,1.6094379124341003,7.7388279340332105,5,4,5,545,14,At Risk
13116.0,138,1,501.14,4.9344739331306915,0.6931471805599453,6.218878965272838,2,1,3,213,6,Potential Loyalists
13117.0,22,8,984.91,3.1354942159291497,2.1972245773362196,6.893565072546089,4,5,4,454,13,At Risk
13118.0,20,5,1197.81,3.044522437723423,1.791759469228055,7.089084677082725,4,4,4,444,12,At Risk
13120.0,239,1,30.6,5.480638923341991,0.6931471805599453,3.4531571205928664,1,1,1,111,3,Lost
13121.0,269,1,283.73,5.598421958998375,0.6931471805599453,5.6515413628105104,1,1,2,112,4,Lost
13122.0,94,2,922.39,4.553876891600541,1.0986122886681098,6.828051680471256,2,2,4,224,8,Potential Loyalists
13124.0,90,3,3756.33,4.51085950651685,1.3862943611198906,8.231463877756003,2,3,5,235,10,At Risk
13126.0,5,8,2099.64,1.791759469228055,2.1972245773362196,7.6499973391858,5,5,5,555,15,Champions
13127.0,78,1,259.17,4.3694478524670215,0.6931471805599453,5.561335263505108,2,1,2,212,5,Potential Loyalists
13130.0,94,1,64.0,4.553876891600541,0.6931471805599453,4.174387269895637,2,1,1,211,4,Potential Loyalists
13131.0,23,3,1073.3,3.1780538303479458,1.3862943611198906,6.979424565672496,4,3,4,434,11,At Risk
13132.0,262,1,77.3,5.572154032177765,0.6931471805599453,4.360547602996758,1,1,1,111,3,Lost
13133.0,274,2,109.8,5.616771097666572,1.0986122886681098,4.707726774313183,1,2,1,121,4,Potential Loyalists
13134.0,86,4,1793.58,4.465908118654584,1.6094379124341003,7.4925262902571115,2,4,4,244,10,At Risk
13135.0,197,1,3096.0,5.288267030694535,0.6931471805599453,8.038189179973203,1,1,5,115,7,Lost
13136.0,56,5,2607.61,4.04305126783455,1.791759469228055,7.866572791402729,3,4,5,345,12,At Risk
13137.0,11,8,3603.29,2.4849066497880004,2.1972245773362196,8.189880081639725,5,5,5,555,15,Champions
13138.0,22,6,962.39,3.1354942159291497,1.9459101490553132,6.870458314237744,4,5,4,454,13,At Risk
13139.0,16,7,5064.9400000000005,2.833213344056216,2.0794415416798357,8.530294986827844,4,5,5,455,14,At Risk
13140.0,108,3,422.47,4.6913478822291435,1.3862943611198906,6.048482673330305,2,3,2,232,7,At Risk
13141.0,85,5,2388.75,4.454347296253507,1.791759469228055,7.778944036943872,2,4,5,245,11,At Risk
13142.0,19,1,307.09000000000003,2.995732273553991,0.6931471805599453,5.7303919480814,4,1,2,412,7,Potential Loyalists
13144.0,333,1,110.95,5.811140992976701,0.6931471805599453,4.718052343044764,1,1,1,111,3,Lost
13145.0,40,4,618.52,3.713572066704308,1.6094379124341003,6.428944984648157,3,4,3,343,10,At Risk
13146.0,26,1,228.91,3.295836866004329,0.6931471805599453,5.437687927995845,4,1,1,411,6,Potential Loyalists
13147.0,10,4,712.8,2.3978952727983707,1.6094379124341003,6.57060281105606,5,4,3,543,12,At Risk
13148.0,29,12,3683.26,3.4011973816621555,2.5649493574615367,8.211824970346322,4,5,5,455,14,At Risk
13149.0,14,4,1676.06,2.70805020110221,1.6094379124341003,7.424797539358498,4,4,4,444,12,At Risk
13151.0,296,1,1257.8700000000001,5.6937321388027,0.6931471805599453,7.1379697721602025,1,1,4,114,6,Lost
13153.0,6,1,486.22,1.9459101490553132,0.6931471805599453,6.188715766456242,5,1,3,513,9,Others
13155.0,33,4,971.76,3.5263605246161616,1.6094379124341003,6.880137391945464,4,4,4,444,12,At Risk
13157.0,49,4,1741.22,3.912023005428146,1.6094379124341003,7.462915441057162,3,4,4,344,11,At Risk
13158.0,95,4,1201.06,4.564348191467836,1.6094379124341003,7.091792030654675,2,4,4,244,10,At Risk
13159.0,9,4,1429.35,2.302585092994046,1.6094379124341003,7.26567444855103,5,4,4,544,13,At Risk
13160.0,22,1,91.8,3.1354942159291497,0.6931471805599453,4.530446639792155,4,1,1,411,6,Potential Loyalists
13161.0,313,1,112.75,5.749392985908253,0.6931471805599453,4.7340030578310595,1,1,1,111,3,Lost
13162.0,122,4,1688.29,4.812184355372417,1.6094379124341003,7.432063601299488,2,4,4,244,10,At Risk
13165.0,46,2,1021.48,3.8501476017100584,1.0986122886681098,6.929986327823459,3,2,4,324,9,Potential Loyalists
